@relation anomalous-traffic

@attribute ts numeric
@attribute pkts numeric
@attribute ed numeric
@attribute cd numeric
@attribute lle numeric
@attribute sampen numeric
@attribute rec numeric
@attribute det numeric
@attribute ent numeric
@attribute trend numeric
@attribute lam numeric
@attribute class {normal, anomaly}

@data
1484143569.66,1706,25.0,0.978968247859,-0.000232217612976,0.0394482888464,0.00152343976439,0.968909512761,2.3001858323,-1.37471989795e-06,0.50162412993,anomaly
1484143614.66,1703,15.0,0.572840027513,-0.000582090862599,0.0372433518668,0.0178415624942,0.971746861308,2.71405508613,-7.52864625249e-06,0.908187123013,anomaly
1484143659.66,1339,23.0,0.727298816555,0.00144002325802,0.0363028704246,0.00638631896772,0.973277963347,2.5928046469,-5.3927880285e-06,0.772411302699,anomaly
1484148564.66,1377,8.0,0.0218408304478,-0.000174151204766,0.00738752472554,0.862212158346,0.99982203393,4.06221034116,-4.78960802071e-05,0.999815236615,anomaly
1484148609.66,1715,17.0,0.0354392279923,0.00209159298145,0.00819447008522,0.756916872127,0.999845303048,4.20366635401,-0.000127997863608,0.999802738502,anomaly
1484148654.66,1675,13.0,0.0346829618608,0.00161956055796,0.00921220872962,0.764760163279,0.998420801543,4.36238047806,2.45192554863e-05,0.998928130867,anomaly
1484148699.66,1686,15.0,0.031919316726,0.0,0.00815440944771,0.781689979625,0.999845328745,4.4532805912,7.7063933005e-05,0.99963711744,anomaly
1484148744.66,1490,22.0,0.0513400383369,-0.00463625856446,0.00832019683992,0.719721533429,0.999895694568,4.60700512113,-0.000132376582365,0.999604025675,anomaly
1484148789.66,1094,19.0,0.0364674307203,0.0,0.00670191384921,0.788014261826,0.997836342432,4.69579482562,-0.00018929704478,0.998603596889,anomaly
1484152164.66,1272,10.0,0.01798285529,0.000567174105168,0.00576932094871,0.886393228554,0.999909473269,4.87417750341,9.14421825262e-05,0.99984016374,anomaly
1484152209.66,1719,14.0,0.0261362549191,0.0,0.00607106482808,0.838579511798,0.999900845355,4.83056128519,5.975690043e-05,0.999677132808,anomaly
1484152254.66,1771,28.0,0.0490418274303,-0.000653149332038,0.0065946964879,0.684154979589,0.999903886909,4.61893301932,-0.000165148694729,0.999270501643,anomaly
1484152299.66,1758,11.0,0.0371620073295,0.00101170147146,0.00793377852851,0.829903020909,0.999844623255,4.46211589956,8.07755354705e-06,0.999484180754,anomaly
1484152344.66,1763,15.0,0.0265075094209,-0.00362181913469,0.00566664738425,0.846492367933,0.999922762656,4.36250889564,-1.00704409758e-06,0.999791459172,anomaly
1484152389.66,1767,10.0,0.0134494141978,0.000989420714972,0.00381053522404,0.929642615393,0.999965890739,4.85789984133,9.32865233034e-06,0.9999669349,anomaly
1484152434.66,1771,21.0,0.0304029717049,-0.00429623489438,0.00448013975177,0.804178798376,0.999960253292,4.50131572398,-3.41558006732e-05,0.99971082242,anomaly
1484152479.66,1788,12.0,0.00652851229793,-0.00670764042657,0.00151665462141,0.959904095633,0.999989442836,4.01439359273,-1.71296316432e-05,0.99998812319,anomaly
1484152524.66,1798,10.0,0.00257384315651,0.00042960223634,0.000487185509703,0.988854939555,0.999997472235,4.89668043357,-1.0291609151e-05,0.999996840294,anomaly
1484152569.66,1796,16.0,0.0113127790403,0.000962362578554,0.00163861739285,0.929472020621,0.999983040781,5.52231085438,5.52369031966e-05,0.9999457305,anomaly
1484152614.66,1789,8.0,0.00345924266804,0.0021293898175,0.00120811021017,0.982128303864,0.999994228498,4.59666563818,-3.25143758697e-06,0.999994869776,anomaly
1484152659.66,1448,14.0,0.00995128531871,0.005650849267,0.00262854309123,0.942340443613,0.999983509328,4.32147843915,-4.27412502466e-05,0.999978355993,anomaly
1484154504.66,1026,18.0,1.43836032886,-0.00127931637223,0.0476535640822,0.000991080277502,1.0,-0.0,0.0,0.0,normal
1484154549.66,1109,18.0,1.51624274592,-0.00172028700245,0.176948473259,0.000915750915751,1.0,-0.0,0.0,0.0,normal
1484154594.66,1073,18.0,1.48256389805,0.000673365685142,0.162142939145,0.00094696969697,1.0,-0.0,0.0,0.0,normal
1484154639.66,1065,18.0,1.54671557105,0.00171879461794,0.168536169781,0.000954198473282,1.0,-0.0,0.0,0.0,normal
1484154909.66,1047,20.0,1.90693882337,0.000510885249035,0.0525527221494,0.000972762645914,1.0,-0.0,0.0,0.0,normal
1484154999.66,1026,15.0,1.71175038155,-0.000586442586398,0.147818008385,0.00098814229249,1.0,-0.0,0.0,0.0,normal
1484155044.66,1102,20.0,2.04916350604,-0.00124536171144,0.119605951001,0.000923361034164,1.0,-0.0,0.0,0.0,normal
1484155089.66,1149,20.0,2.12833501946,-0.00140674212354,0.167684127299,0.000884955752212,1.0,-0.0,0.0,0.0,normal
1484155134.66,1201,13.0,1.43934224728,-0.000546416331732,0.205950652286,0.000841042893188,1.0,-0.0,0.0,0.0,normal
1484155179.66,1265,21.0,1.97196174665,0.000115256157289,0.171274635936,0.000803212851406,1.0,-0.0,0.0,0.0,normal
1484155224.66,1151,21.0,1.89458234046,0.000126928301279,0.16209072433,0.000884173297966,1.0,-0.0,0.0,0.0,normal
1484155764.66,1412,15.0,0.0575088540886,-0.00190790715275,0.0077657626046,0.766302156565,0.999807700526,4.16897893154,7.97887612232e-05,0.998707987906,anomaly
1484155809.66,1769,11.0,0.060771568082,-0.000685674920419,0.0110324382898,0.741881999857,0.998365457125,4.10276894734,-0.000142492445648,0.997925890558,anomaly
1484155854.66,1761,15.0,0.101531875895,0.0027263436261,0.0150837398471,0.601465133294,0.997993110988,3.89094570881,-6.6735960363e-05,0.996502107942,anomaly
1484155899.66,1746,16.0,0.128062550911,0.00131176667268,0.0231959668314,0.466568948134,0.998705301611,3.71070589996,3.75358904997e-05,0.994300465877,anomaly
1484155944.66,1509,14.0,0.156427657193,0.0,0.0317781537669,0.403576203209,0.995520421607,3.49625440005,-4.3174181469e-05,0.989769820972,anomaly
1484155989.66,1076,13.0,0.160905757805,0.00170911775114,0.0354615521452,0.409327477528,0.996845044648,3.35062460862,8.00012070406e-05,0.989061238935,anomaly
1484159364.66,1400,18.0,0.0366730742939,0.0,0.00642921911263,0.721725800692,0.99979281923,4.43554637015,0.00018200384724,0.998662017897,anomaly
1484159409.66,1764,21.0,0.0371367325747,0.0,0.00572179670897,0.721984549912,0.999846079723,4.19555732545,5.07007701074e-05,0.998974927389,anomaly
